text;vote1;vote2;vote3;final_vote
Y'all gotta be getting dressed and doing y'all makeup in the dark or sumn;0;0;-1;0
One hour of painful sleep is not going to cut it. Time to turn off the phone and try again.;7;7;-1;7
Let me get ready to go to the gym, I'ma surprise them & be on time lol;5;5;-1;5
Why do i hv to attend today's company dinner and hv to socialize with people, i wanna watch shoto waaaaaahhh;6;6;-1;6
getting the urge to reread atf, but last time it took eight hours to get through all of it, now it's probably gonna take even more and I don't have the time, unfortunately;7;7;-1;7
someone at work keeps forgetting to refill the ice cube tray after they use it and it's making me so angry i feel very strongly about this;0;0;-1;0
I just want to be babied and cuddled;0;0;-1;0
Up right now watchin boondocks bouta smoke a el till I fall asleep;6;6;-1;6
"Go take care of your kids" they are fed, changed, asleep and cuddled up. I wouldn't have time for u if I needed to go take care of my kids.;0;0;-1;0
I am such a person of habit. I'm back home, drinking my coffee with my fav frothed creamer. At peace once again.;3;3;-1;3
i gotta get a meal and then a additional chicken minis just greedy;5;5;-1;5
I'm tired of going out my way, mf need to show up at my door with roses or sump so I can understand ;0;0;-1;0
Speedrunning my bahasa assignment so I can finish Nearly Light just to switch to LC;5;5;-1;5
get me on hoilday rn I'm so over this place.;0;0;-1;0
I'm on break rn and I'm alone again;3;3;-1;3
After a good session of Amatsu and possibly shagaru tomorrow I'm gonna go back to my little lair And do a sit down and grind And by lair I mean Seething-Diablos till 300;8;8;-1;8
going to beg my dad to skip dinner so I'm under my limit;6;6;-1;6
My lola self is sleepy. An hour to go before the medley drops and my eyes are so droopy;5;5;-1;5
can i get a grip. i'm writing tomorrow.;8;8;-1;8
Y'all can quote me til you're blue, you know what I meant. Hopefully your day consists of you clocking in somewhere else but here;7;7;-1;7
they rdy start the talking already i just want sit in peace & quiet.;0;0;-1;0
Too high expectations for my internet connection But still able to vote for 40+ ! Good luck my baebies!! Go eat my dinner now let's see if I am still able to vote more after I eat;5;5;-1;5
Let me get ready for my workout... I already know he's about to make me run a mile;5;5;-1;5
Sending something yummy to everyone that's subbed :) you still have a few minutes to get in on this while I take my puppies out;3;3;-1;3
When i am down , i watch "the last dance".It just gives me some boost and new energy i cant explain.;0;0;-1;0
planning to leave the house with my friend tomorrow! hashtag no more agoraphobia! r u proud of me;8;8;-1;8
i wanna go back to the place where i can found my peace of mind;0;0;-1;0
im not ready to watch this bangtan bomb yet gonna keep pretending everyone is chilling at home;0;0;-1;0
I want to blow dry my hair .;3;3;-1;3
I need to call someone and gist while I clean or else...;0;0;-1;0
I actually cannot wait to get back to work. Idk what that about.;0;0;-1;0
Now I'm really just wondering if I should remove all my things and go;0;0;-1;0
I'm so tired from packing and moving that I tried to put deodorant on my toothbrush.;0;0;-1;0
I should be in my apartment right now sipping tea, eating carrot cake and learning how to knit. it's all your fault feminism;0;0;-1;0
when i get braids and i can finally wear my airpod maxes outside my room;0;0;-1;0
Nothing like a quiet golden misty morning at school. Everyone's working quietly which means yet again I can just look out the window and watch the dew evaporate;5;5;-1;5
okay im watching my policeman right now i'll update yall;3;3;-1;3
Enjoy the chaos I have to turn off Twitter notifications because I'm on a field trip aayoooo;6;6;-1;6
Can someone please talk to me or entertain me rn I'm sat on my own in this class;5;5;-1;5
A very long Monday ahead of me. As long as I find the right playlist I think I can get my work done quick;7;7;-1;7
Trying to play dancing in the courthouse x Dominic Fike but it keep defaulting to DOGTOOTH I'm not upset but definitely odd;4;4;-1;4
Good morning My PC is fixed, now i need to install all my stuff I should be ready to stream by the weekend so we wont miss a day;9;9;-1;9
i can't wait to take this nap later;6;6;-1;6
so many things to do today.. I'm thinking If I should still sleep for maybe 1-2hrs then walk to target tapos study and read for 2-3hrs . I'm stuck on unit 2! Struggling to find focus.;7;7;-1;7
going to get me some french toast from wendy's.;4;4;-1;4
Im staying off Twitter for the rest of the day. Not in the mood to deal with *redacted* in my replies.;7;7;-1;7
I'm so thirsty to dread my hair;0;0;-1;0
my face is soooooo dry at the moment, what can I do cos its acc seriously bad;4;4;-1;4
spent the entire morning cleaning my room bc of my dust allergy and i feel so good now maybe i should start cleaning for the fun of it idk;0;0;-1;0
I need to chill on the caffeine-- but I really want a second cup of coffee;3;3;-1;3
I left my mouse for my laptop in the office. This is like working with one arm cut off. I wouldn't wish this on my worst enemy;7;7;-1;7
i hope so badly this interview goes well tomorrow i want this SO BAD;8;8;-1;8
I cannot keep my eyes open for anything this morning. I'm halfway tempted to go to my car and take a nap.;6;5;5;5
im gonna watch a horror movie so wish me luck;6;5;5;5
Dang I forgot to get us a salad to go with our spaghetti later;5;0;5;5
bf peeling and cutting up a carrot for me since its a aafe food and i was overwhelmed;1;3;1;1
ia for a while cuz im heading back to my hometown !;8;7;8;8
Crying over taemin merch and crying why am i not be able to come to his fanmeeting;0;4;4;4
I'm over tired and I'm really sad and stressed am I gonna go home and cry maybe;6;5;6;6
asked my class friend to play roblox with me cause we are watching a movie and she gave me the dirtiest look;0;1;0;0
I am still waiting for youtooz to reveal Dreadbear so I can get him;0;8;0;0
Hope you all had a good weekend... now let's get this money.;9;7;7;7
okay who got seats izzy and I will be partying in the back;0;5;5;5
Honked at this girl that decided to slam on her breaks pulling into the driveway turns out she's taking my coffee order the way we just wanna tell each other off;0;2;2;2
Going live now, continuing the witcher, hope to gain my first fallower today :);5;6;5;5
Lol I'm so sore and I'm expected to run the Santa Monica steps after class;5;8;5;5
I need to drink me a pink horse power;0;2;2;2
i think i might go with my natural nails today, idk let's see how i feel when she takes these off;7;4;7;7
I was about to thirstpost about the skins and my pc blue screened for the first time ever;0;4;0;0
I'm too scared to bath my nuis;5;2;0;-1
The fact that Su is up at 8am with all this energy my baby got sunglasses on with her purse on her arm and said mom I'm goin outside to doodie , Karter & Wiley (Riley) ;0;6;0;0
i keep hearing the chocobo mount up sound somewhere in this hospital who is playing final fantasy who is doing it;7;6;6;6
Wondering if I should ruin my life and perspective by reading goodnight punpun;6;5;5;5
I really be in class ready to gts yo;5;0;5;5
I started reading goodnight punpun and it's as gut-wrenching as everyone said,, i honestly don't think i can finish reading the whole thing;9;8;9;9
be late af to work and still gotta stop for a lil snack;7;0;4;-1
Finally remembered to buy tickets to see Geoff Rickly at the Ottobar. If my brother shows up there though, I'm leaving.;8;9;9;9
on my period but im not bloated and i still feel pretty what is goin on!!;9;0;9;9
Let's keep it cute this morning now, cause I've been itching for violence;5;6;5;5
tuning in to the new succession episode finally i wonder whats in store for me today;5;1;5;5
I ain't playing w no cheesecake;2;0;0;0
i'm so glad i have my own office at work where i can crank my space heater up and close the door and feel comfortable for once because it's freezing everywhere else;7;0;7;7
Gonna start greetin!! my mum b catching on so fast I feel so guilty;3;0;3;3
OK MY DAY IS FINALLY OVER I MISS U ALL HOW IS EVERYONE;4;0;0;0
i love disappearing from social media for a few days and coming back to hockey my instagram story out of it;8;0;0;0
sound the alarm, i'll be okay caught in the midst of all our unseen decay;0;2;0;0
I plan outfits and hairstyles in my head all day;0;7;0;0
6 hours ago i wanted to tweet depression is cured, expect a door soon but now depression is back worse than ever, so dont expect a door soon im sorry;0;9;9;9
I don't have to be up so early and yet I am. So we will do some self-caring.;6;4;4;4
little late to the party but watching the Pivot with bryce and wow;5;4;5;5
It's time to get up , I don't have time to argue with a toddler;0;2;2;2
why is my mum listening to ptolemaea as she hangs out the laundry I don't want to hear about ANY other mother cain from hereon out;5;3;3;3
If you're reading this, you woke up blessed with another another opportunity. Say thank you and go get what's already yours. ...;6;0;0;0
I can't believe the maintenance people are actually doing what I requested...trim the palm trees outside of my office.;5;6;5;5
Okayyy I'm going to play and stream some Ozmafia!! tonight I'm going for 100% so I'll be using a guide. Fingers crossed not much spoilers.;6;7;6;6
I've had breakfast, lunch and snacks and I'm still hungry ;0;5;5;5
when i go home im gonna watch hobi's vid;6;7;6;6
It's feels like forever since Jas was down here . She need to hurrry up so we can all get lit !;5;4;4;4
it's raining/storming at school i'm so happy rn;5;6;5;5
If I book a GP appointment, it's automatically considered a productive day and I am adulting very well.;0;7;0;0
I told Jordan she was running late for work and she told me "I know my limits". Let me mind my business.;0;2;0;0
Bye Gyuri, I might do something if I continue to tfc you;0;2;0;0
I've been trying desperately to live in denial since yesterday. It's getting harder to pretend it's not happening. Hobi come back.;0;4;0;0
why ain't i made it to work yet , i should just go back home because yeah but no !;7;6;6;6
have gotten very into tarot in the last like 18 hours, already contemplating a major arcana sonnet crown;0;7;0;0
